,image_name,target,tsne_x,tsne_y
268,ISIC_0030297,4,-9.609173,-57.072247
269,ISIC_0068778,6,-36.88715,-0.30919194
270,ISIC_2198030,8,36.610416,-37.234615
271,ISIC_4018813,8,42.30811,-7.2296863
272,ISIC_4538207,8,23.969288,-3.439947
273,ISIC_0027964,6,-41.833466,-8.812397
274,ISIC_2456960,8,42.998665,-20.228216
275,ISIC_1707030,8,27.285334,10.068899
276,ISIC_4421291,8,28.344856,-11.285412
277,ISIC_0032512,7,-10.520453,12.662727
278,ISIC_0059438,7,-40.6085,16.861856
279,ISIC_0029687,2,-24.949102,-27.966526
280,ISIC_7068931,8,-4.4622865,-12.41396
281,ISIC_0015004_downsampled,6,-19.156954,-9.590498
282,ISIC_8626005,8,52.46837,7.545343
283,ISIC_4513934,8,43.137424,21.586527
284,ISIC_0069687,7,-29.74791,14.589139
285,ISIC_0024363,7,-19.1235,11.214861
286,ISIC_7175857,7,-1.4302692,49.28843
287,ISIC_5440296,8,25.757494,8.442953
288,ISIC_1386612,8,4.7555614,-31.751734
289,ISIC_0066320,6,-31.942425,5.0699277
290,ISIC_0072825,6,-39.665554,-8.495389
291,ISIC_1641839,7,-1.7253716,49.094414
292,ISIC_9417173,8,18.460314,25.334892
293,ISIC_0026363,7,-2.6710267,50.876617
294,ISIC_0067312,1,-37.507954,-20.806364
295,ISIC_5547677,7,-7.2550883,41.62079
296,ISIC_0026547,7,16.515144,47.46218
297,ISIC_0032088,7,1.1745476,56.929142
298,ISIC_9078100,8,22.63659,20.109352
299,ISIC_1924663,8,49.635048,11.003433
300,ISIC_0059989,1,-50.651375,-27.082762
301,ISIC_3188062,7,-15.252203,43.19381
302,ISIC_9083592,8,31.44759,6.9689536
303,ISIC_7113136,8,54.13199,-18.960787
304,ISIC_0056099,1,-49.227745,-24.774075
305,ISIC_1873582,8,18.53577,-44.7014
306,ISIC_0055906,7,-18.895102,17.355577
307,ISIC_5549768,8,30.29357,-28.35973
308,ISIC_0025073,7,-31.465359,14.766315
309,ISIC_0069434,1,-42.030396,-19.662125
310,ISIC_6438355,8,19.468946,-48.619274
311,ISIC_9207328,8,23.704823,23.726763
312,ISIC_5743012,8,19.53657,-30.551365
313,ISIC_0030572,7,-7.0640454,54.982502
314,ISIC_0063299,7,-25.391708,22.539997
315,ISIC_6753148,8,19.584063,20.321375
316,ISIC_0000319,7,-11.395554,21.101889
317,ISIC_5070849,7,-13.607183,43.59966
318,ISIC_0057170,1,-34.115864,-27.464426
319,ISIC_0012376_downsampled,7,-0.4458203,9.172477
320,ISIC_0032715,5,-10.616903,-48.23153
321,ISIC_6944481,8,22.175112,3.3495588
322,ISIC_0059317,1,-32.870907,-25.56329
323,ISIC_3267312,8,31.890131,8.941967
324,ISIC_3882374,8,20.260216,13.08298
325,ISIC_2954294,8,25.871704,27.459011
326,ISIC_0032630,6,-27.271418,-3.8342316
327,ISIC_0026826,7,-44.313503,25.592062
328,ISIC_3222214,8,28.81296,11.175549
329,ISIC_1830017,8,54.204384,-6.624824
330,ISIC_0053611,6,-23.894606,3.9928737
331,ISIC_3259144,8,17.8388,19.773561
332,ISIC_0032806,6,-23.101908,-0.9024586
333,ISIC_0028181,7,-0.05355078,25.277239
334,ISIC_0026359,7,-22.56171,11.701422
335,ISIC_0030328,7,-20.213766,9.525595
336,ISIC_0071523,7,-31.538126,17.729382
337,ISIC_0071722,6,-38.34693,-10.171867
338,ISIC_0053569,2,-26.971842,-28.714993
339,ISIC_9889470,8,35.46823,-6.225763
340,ISIC_5813338,8,3.9649036,-28.62608
341,ISIC_7940108,8,28.073328,-5.127428
342,ISIC_3440759,6,-6.1838384,-25.775524
343,ISIC_8146574,8,8.929565,-30.525572
344,ISIC_1373540,8,15.279285,6.434793
345,ISIC_0000551,6,-24.801073,-9.831996
346,ISIC_6181892,8,29.27035,-34.369232
347,ISIC_7945791,7,0.6594117,10.1080675
348,ISIC_0065794,7,-40.857014,28.45658
349,ISIC_3706743,7,1.3709197,56.64344
350,ISIC_7292853,8,4.5883784,-0.6227547
351,ISIC_0012740_downsampled,7,-4.755347,18.170362
352,ISIC_0060995,2,-15.671989,-37.036728
353,ISIC_0033251,7,-35.096554,18.09371
354,ISIC_0523125,8,39.63186,26.6385
355,ISIC_0071093,0,-25.591051,-44.124313
356,ISIC_7491280,8,14.071997,4.810593
357,ISIC_1940321,8,13.994624,-0.42872733
358,ISIC_2642187,2,-17.02818,-22.437311
359,ISIC_4827138,8,7.6568527,-43.448742
360,ISIC_5726007,8,20.849318,-22.017372
361,ISIC_0065951,2,-11.04258,-32.874725
362,ISIC_9043908,8,34.822014,-7.9044085
363,ISIC_0680599,8,22.022732,20.648302
364,ISIC_0856633,8,14.805374,17.479187
365,ISIC_0058944,2,-16.844042,-33.30426
366,ISIC_4889332,8,21.17713,-7.172104
367,ISIC_3826602,8,54.53455,-6.6375227
368,ISIC_0064735,0,-30.686255,-39.1431
369,ISIC_0062296,6,-33.70951,-2.509764
370,ISIC_0062658,2,-12.574855,-33.912376
371,ISIC_6845907,8,3.3302045,-34.59066
372,ISIC_0065992,0,-30.30729,-43.5178
373,ISIC_3624318,8,34.193985,2.6607776
374,ISIC_0028473,2,-22.573446,-28.251137
375,ISIC_5498059,8,19.355536,22.175634
376,ISIC_2693507,8,15.169246,22.422419
377,ISIC_5878189,8,9.010602,-29.548016
378,ISIC_0032718,6,-40.969154,-7.824541
379,ISIC_2644620,8,7.173146,-34.762222
380,ISIC_5918756,8,34.658993,-3.6455023
381,ISIC_2918128,8,15.282886,-42.00516
382,ISIC_0068086,0,-28.483261,-39.511185
383,ISIC_6207688,8,48.495922,-19.880016
384,ISIC_0718436,8,11.233945,12.544082
385,ISIC_0026881,7,-2.1667368,48.017696
386,ISIC_0067521,6,-37.123173,1.5883452
387,ISIC_3351401,8,40.49788,4.442817
388,ISIC_1834652,8,43.38264,12.1881
389,ISIC_4266157,7,-14.23367,44.82257
390,ISIC_6953841,8,0.30247855,-17.81018
391,ISIC_1795004,8,26.530088,13.74098
392,ISIC_0067892,1,-37.99485,-19.493744
393,ISIC_0026980,7,9.045637,37.836124
394,ISIC_0058000,6,-40.355186,-8.919274
395,ISIC_4099750,8,46.73621,2.1156602
396,ISIC_0031205,7,9.085035,37.964005
397,ISIC_9285635,8,23.844004,12.234508
398,ISIC_1497180,8,13.319167,1.313086
399,ISIC_2524113,8,13.892458,22.42578
400,ISIC_9009636,8,2.9398494,-35.21601
401,ISIC_0066458,7,-26.409325,13.35963
402,ISIC_6780471,8,24.829319,23.237852
403,ISIC_0775393,7,15.199154,42.84844
404,ISIC_7384213,7,-12.293256,48.647724
405,ISIC_1979996,8,4.7306385,-42.13392
406,ISIC_0025604,7,2.3370333,56.832455
407,ISIC_0065630,7,-36.638935,16.164125
408,ISIC_0063327,7,-38.068325,29.899511
409,ISIC_0033574,7,-18.285395,24.046206
410,ISIC_2578624,8,9.509437,21.251461
411,ISIC_7256965,8,0.5205424,-17.528793
412,ISIC_0057332,7,-29.592352,29.236742
413,ISIC_0072045,3,-9.676934,-43.321358
414,ISIC_8827177,8,-3.929133,-12.231659
415,ISIC_0011211,7,-18.543692,9.6009445
416,ISIC_0066330,7,-23.822422,31.83619
417,ISIC_0061978,2,-20.322453,-31.376932
418,ISIC_0060703,6,-40.296906,-8.841248
419,ISIC_0024739,6,-36.250664,-10.463953
420,ISIC_0033356,7,-14.933605,8.240592
421,ISIC_7211424,8,39.86629,12.176894
422,ISIC_9690422,8,6.1252284,-4.337669
423,ISIC_0024675,6,-33.779545,6.8890743
424,ISIC_0060096,6,-46.493874,2.038686
425,ISIC_8976889,8,22.601263,-37.32511
426,ISIC_0027138,7,-13.327133,29.409842
427,ISIC_0028178,7,13.780773,34.92964
428,ISIC_5899528,8,0.9076659,-15.642592
429,ISIC_7399557,8,-1.3955514,-42.56785
430,ISIC_8849004,8,49.638763,4.939662
431,ISIC_2420042,8,17.146576,22.802546
432,ISIC_0066102,6,-36.424606,-2.158694
433,ISIC_6906476,8,15.341877,-10.814716
434,ISIC_0027786,1,-49.44864,-19.135725
435,ISIC_0062785,7,-11.55522,16.906172
436,ISIC_7690134,8,10.3003435,-35.386578
437,ISIC_1144024,8,46.93961,-1.4823463
438,ISIC_9187978,8,6.1538143,-33.678856
439,ISIC_0064685,1,-44.652927,-16.04947
440,ISIC_0260290,8,2.5203347,4.34947
441,ISIC_5118254,7,-2.559705,9.987671
442,ISIC_2151846,7,13.247097,31.26983
443,ISIC_5523196,8,18.517176,-47.06292
444,ISIC_0056083,1,-31.172052,-26.74133
445,ISIC_4947205,8,56.26159,-6.2411404
446,ISIC_0030629,7,-9.660582,26.57078
447,ISIC_0064626,1,-35.506893,-24.087414
448,ISIC_0064412,7,-31.932344,18.417313
449,ISIC_0026659,7,6.0777016,36.93178
450,ISIC_0032425,6,-30.227316,-1.407562
451,ISIC_2228270,8,49.90989,0.73499423
452,ISIC_5260050,6,-28.02822,-15.476871
453,ISIC_0063924,7,-35.657917,35.78406
454,ISIC_6485672,8,25.047579,23.600407
455,ISIC_0058357,7,-27.57998,31.080297
456,ISIC_3465385,8,32.005276,-31.401913
457,ISIC_1434340,8,1.1055588,-39.34036
458,ISIC_7397420,8,32.12964,-11.401791
459,ISIC_9403126,8,2.8778906,-40.37674
460,ISIC_1228845,8,10.941269,-31.830244
461,ISIC_6421507,7,12.577171,35.23472
462,ISIC_0058565,3,-8.686875,-40.6488
463,ISIC_5919926,8,20.16535,1.9274262
464,ISIC_9876779,7,-8.578053,2.8101065
465,ISIC_3296079,8,9.158809,8.428618
466,ISIC_0008600_downsampled,7,-33.390793,46.587154
467,ISIC_0066262,6,-46.328808,-0.4968493
468,ISIC_8772177,7,-0.44468388,24.740122
469,ISIC_1732965,7,-12.362054,50.507618
470,ISIC_1289608,8,43.512405,14.164252
471,ISIC_5955793,8,30.152191,27.703342
472,ISIC_5805349,8,15.800069,-42.91635
473,ISIC_3533204,8,13.174574,1.837421
474,ISIC_0073151,1,-43.666435,-19.143972
475,ISIC_0348633,8,20.280394,7.129428
476,ISIC_0064579,4,-3.3619251,-55.875786
477,ISIC_6099309,8,13.206671,-42.74132
478,ISIC_0028390,7,-15.916569,28.51375
479,ISIC_5594342,7,51.146263,0.14805605
480,ISIC_0026456,5,-12.2532015,-49.130558
481,ISIC_0596524,8,25.772516,-8.432746
482,ISIC_0010232,7,-25.072945,21.707726
483,ISIC_6058687,8,54.122364,-1.8664411
484,ISIC_0055468,6,-31.574205,-16.288145
485,ISIC_0058278,1,-41.851925,-20.841915
486,ISIC_0062766,0,-30.138351,-41.46136
487,ISIC_0440394,8,39.674664,-5.833108
488,ISIC_5612942,8,49.834084,-23.24537
489,ISIC_9296537,8,23.18122,3.426179
490,ISIC_0066014,1,-45.35338,-24.369444
491,ISIC_6932694,8,33.80526,8.526006
492,ISIC_5194705,7,-13.864064,40.208996
493,ISIC_0024362,7,15.296513,31.34881
494,ISIC_5264912,8,18.45599,-0.7512533
495,ISIC_0029235,2,-21.212502,-38.01801
496,ISIC_0062960,7,-39.789722,16.910032
497,ISIC_6801892,8,49.03309,1.271634
498,ISIC_5039900,7,13.0619755,48.458183
499,ISIC_0014779_downsampled,7,-15.635724,22.522081
500,ISIC_8182002,8,16.697353,-1.2255911
501,ISIC_0067517,7,-36.86314,21.655853
502,ISIC_5980439,8,8.510308,14.184359
503,ISIC_2578651,8,27.422642,1.1179893
504,ISIC_0933689,8,21.15523,-6.0462112
505,ISIC_0028755,7,-16.080187,0.8326017
506,ISIC_0068539,7,-37.268986,25.676712
507,ISIC_0012880_downsampled,2,-21.408707,-17.82445
508,ISIC_0015445_downsampled,7,-22.683365,32.404587
509,ISIC_0025634,7,-0.8227771,34.397026
510,ISIC_4493482,6,-19.199556,-5.670363
511,ISIC_0032982,6,-22.251535,1.9436959
512,ISIC_4247550,8,48.600338,9.930821
513,ISIC_0054251,6,-36.006386,-0.58956593
514,ISIC_3309051,8,50.79829,-22.752825
515,ISIC_0071479,7,-24.08582,15.286325
516,ISIC_4292708,8,22.11508,-41.265373
517,ISIC_1847285,8,19.20266,-23.30573
518,ISIC_0026048,7,-18.31034,5.889742
519,ISIC_3086038,7,-7.3117085,39.80555
520,ISIC_6539127,6,8.021048,16.072798
521,ISIC_1969322,8,0.3658461,1.578397
522,ISIC_0072834,2,-12.904468,-30.111994
523,ISIC_9373089,8,37.22504,-16.043842
524,ISIC_0273222,8,2.0785668,1.3710734
525,ISIC_1639011,8,17.89571,16.948807
526,ISIC_0030462,7,-27.39676,14.578938
527,ISIC_4319958,8,29.84814,23.98759
528,ISIC_0031399,7,-18.557764,13.993575
529,ISIC_8439858,8,50.299076,-17.530474
530,ISIC_0030250,7,-0.54604554,29.56945
531,ISIC_0026059,7,17.766987,37.82185
532,ISIC_6299511,8,45.066082,-17.291477
533,ISIC_8759073,8,-4.6643853,-15.990478
534,ISIC_4189111,7,4.653242,28.964298
535,ISIC_0069639,1,-48.39367,-19.130585
536,ISIC_0062076,7,-24.746157,27.520906
537,ISIC_1307419,8,28.947191,-0.3123056
538,ISIC_0034030,7,-20.013182,29.704268
539,ISIC_9114539,8,6.028128,-33.409103
540,ISIC_0030512,6,-31.256725,0.4502572
541,ISIC_0708542,8,42.716747,8.460285
542,ISIC_0063677,1,-52.43812,-25.589947
543,ISIC_1780417,8,33.37346,14.999825
544,ISIC_6982776,8,19.537315,-24.195803
545,ISIC_2632471,8,53.318638,0.86120516
546,ISIC_2502335,8,50.55185,-19.644573
547,ISIC_0449405,8,14.112323,21.789766
548,ISIC_2700247,8,30.563023,-2.572818
549,ISIC_0029262,7,-10.083283,47.295868
550,ISIC_0024432,1,-48.817642,-18.849436
551,ISIC_4486352,7,-5.5287886,29.071745
552,ISIC_0012940_downsampled,7,-13.6854515,-0.75045043
553,ISIC_8704668,8,20.212097,-8.043617
554,ISIC_2012388,7,-4.541971,8.936292
555,ISIC_0069760,7,-29.885973,21.842087
556,ISIC_0061240,4,-5.0281925,-54.560043
557,ISIC_7457790,8,7.694724,-15.695966
558,ISIC_7407589,8,23.017527,-29.619328
559,ISIC_0025642,2,-23.284306,-26.024555
560,ISIC_0025060,7,-1.1246966,25.661936
561,ISIC_0032545,5,-12.234729,-49.283443
562,ISIC_3867863,8,2.125783,-40.747906
563,ISIC_0032085,7,-14.767308,36.277702
564,ISIC_0071490,0,-32.638393,-41.388275
565,ISIC_0027934,7,10.225238,41.70199
566,ISIC_0070151,1,-45.597767,-25.856718
567,ISIC_0025285,1,-39.811447,-23.306011
568,ISIC_0067845,6,-33.009342,-15.05542
569,ISIC_3769211,7,-3.9567852,6.0093265
570,ISIC_2203306,7,-7.521296,2.9895918
571,ISIC_9816307,8,19.833294,27.029566
