,image_name,target,tsne_x,tsne_y
129,ISIC_2753279,7,-2.6352053,4.815882
130,ISIC_9047184,8,20.42376,9.505072
131,ISIC_5693881,8,19.734539,8.656508
132,ISIC_6807803,8,23.389523,28.265024
133,ISIC_0449824,8,18.17431,6.300707
134,ISIC_0053833,7,-29.522001,14.531371
135,ISIC_0059216,6,-45.082592,-21.563766
136,ISIC_8386762,8,26.258833,-0.5585001
137,ISIC_9570855,8,25.996084,15.958952
138,ISIC_3858798,7,-15.841901,39.1725
139,ISIC_6204970,8,40.627213,-20.952623
140,ISIC_9364535,8,-5.7293944,-10.100192
141,ISIC_2396480,8,31.358871,32.95957
142,ISIC_0029632,6,-25.955378,-16.941036
143,ISIC_0060046,7,-37.76513,28.611515
144,ISIC_8247802,8,0.65685785,-1.7483686
145,ISIC_0068326,7,-25.711462,7.3952723
146,ISIC_7545549,7,-16.262108,25.23271
147,ISIC_3221297,8,35.65673,13.8076935
148,ISIC_5681315,8,-3.765388,-17.067116
149,ISIC_8396474,7,-4.220677,28.522943
150,ISIC_0072824,6,-31.363972,-24.167679
151,ISIC_0174405,8,23.041079,-10.797693
152,ISIC_5070697,7,-20.73711,38.69176
153,ISIC_1577621,8,49.01382,7.5814815
154,ISIC_5350198,8,18.682364,-28.80386
155,ISIC_0025263,7,-12.768403,54.498226
156,ISIC_0282422,8,20.942278,21.862606
157,ISIC_8430286,8,-1.628305,-8.922936
158,ISIC_0031159,2,-5.1991777,-24.271418
159,ISIC_5549273,8,44.750465,17.454844
160,ISIC_0060674,2,-14.072648,-23.980074
161,ISIC_0765584,8,48.77683,17.558302
162,ISIC_0055446,5,6.5986204,-54.055977
163,ISIC_0029590,7,-8.121808,41.144432
164,ISIC_5868291,6,-17.621483,-11.63178
165,ISIC_0033532,7,-27.080162,16.331106
166,ISIC_0031393,7,-2.997448,28.357424
167,ISIC_2564319,8,28.869078,-17.275425
168,ISIC_0072969,4,-4.675926,-48.149853
169,ISIC_8239034,7,-19.94564,32.05346
170,ISIC_0073119,6,-35.92395,-5.944936
171,ISIC_0360822,8,9.159181,-15.8727665
172,ISIC_0068546,0,-20.761633,-26.121319
173,ISIC_8483382,6,-15.861605,-11.189302
174,ISIC_6851482,7,-16.595299,52.19237
175,ISIC_0025475,7,-22.004576,42.40521
176,ISIC_4961543,8,10.815322,-6.1022124
177,ISIC_4399771,8,33.844013,-32.0347
178,ISIC_0069242,5,6.587576,-54.024178
179,ISIC_0070992,6,-46.58535,-12.996131
180,ISIC_0159782,8,-1.8451738,-4.8095164
181,ISIC_6932481,8,27.341463,30.512602
182,ISIC_8194809,8,39.370205,-20.883242
183,ISIC_2381283,8,42.48452,-25.677612
184,ISIC_9368994,8,-6.6589704,-10.800243
185,ISIC_0033793,7,-42.901466,11.705846
186,ISIC_0032293,7,-23.807878,37.051598
187,ISIC_0071318,4,-4.3655148,-48.314323
188,ISIC_0065727,6,-32.30563,-7.3304214
189,ISIC_0432484,8,11.879096,4.9349723
190,ISIC_0059979,7,-36.957664,21.236532
191,ISIC_0033898,7,-14.118946,6.862506
192,ISIC_7702996,8,54.308678,3.4867446
193,ISIC_0070413,7,-29.929287,22.107882
194,ISIC_0000277,6,-34.195972,-5.8705997
195,ISIC_0067377,0,-17.921997,-29.850214
196,ISIC_9449064,8,12.382981,2.8297343
197,ISIC_0066617,7,-39.199284,26.239485
198,ISIC_0055507,7,-19.350138,17.082735
199,ISIC_2014399,8,32.028667,-1.4171399
200,ISIC_0559566,8,1.3975633,-9.69499
201,ISIC_0028596,7,-27.249401,10.7428
202,ISIC_1750674,8,23.573523,5.575448
203,ISIC_4052885,7,-16.21613,37.02661
204,ISIC_9516457,8,33.833977,15.639242
205,ISIC_0061955,1,-18.456133,-44.19007
206,ISIC_0053851,7,-40.323654,4.373895
207,ISIC_7724959,8,33.693752,-41.613182
208,ISIC_0031834,7,-13.22963,41.37956
209,ISIC_5428651,8,23.375875,24.000544
210,ISIC_8344196,8,40.78083,-3.7504904
211,ISIC_0031610,7,-1.8017969,47.293728
212,ISIC_2258220,8,20.084583,-0.3940805
213,ISIC_0070496,7,-38.261642,17.149569
214,ISIC_5475765,7,-13.226834,28.262495
215,ISIC_2031252,8,45.550644,-0.33092266
216,ISIC_1035480,8,10.876452,2.3039572
217,ISIC_0026265,2,-4.908659,-25.209425
218,ISIC_0067057,1,-32.197388,-42.814148
219,ISIC_0069274,7,-27.94103,21.981005
220,ISIC_0010060,7,-32.81144,8.821947
221,ISIC_7988517,8,21.512678,10.542291
222,ISIC_2325035,8,45.58066,15.716724
223,ISIC_0064383,2,-4.8782196,-31.335081
224,ISIC_0030613,7,-19.0878,45.488937
225,ISIC_8624123,8,38.69473,1.8113644
226,ISIC_1837402,8,40.36728,-6.853622
227,ISIC_0055007,6,-46.965897,-20.384544
228,ISIC_0030870,3,-46.600674,-33.584713
229,ISIC_0031160,7,-20.214436,9.279243
230,ISIC_4714617,7,-20.46448,40.010345
231,ISIC_3447311,7,-9.024551,50.628323
232,ISIC_3348086,7,-24.484415,37.03501
233,ISIC_0027155,6,-25.796768,-13.042125
234,ISIC_3646425,8,9.552779,15.924586
235,ISIC_0010322,6,-27.673538,-22.010988
236,ISIC_0059366,1,-16.121996,-46.213238
237,ISIC_7782766,8,36.78453,-16.142336
238,ISIC_6484241,8,0.068618014,-12.160084
239,ISIC_0072852,1,-30.00519,-36.319366
240,ISIC_7560495,8,-2.4886189,-6.273821
241,ISIC_4963111,8,32.976673,-18.813932
242,ISIC_0032720,7,-28.505346,20.946224
243,ISIC_0711803,7,-23.846811,39.00746
244,ISIC_0029828,7,-13.725548,24.847168
245,ISIC_5557548,8,17.167013,17.424297
246,ISIC_9153274,8,36.84849,3.557617
247,ISIC_0070549,6,-34.91124,-7.4050536
248,ISIC_8227913,8,14.614491,-44.17121
249,ISIC_0149698,8,17.455994,26.230598
250,ISIC_0027622,6,-43.11218,-8.768286
251,ISIC_8822826,8,11.761092,-12.443886
252,ISIC_3742470,8,36.232143,11.189761
253,ISIC_9949745,8,18.408474,6.9336405
254,ISIC_0054462,6,-34.88142,-26.593588
255,ISIC_0614271,8,15.590985,-1.3046553
256,ISIC_0028817,7,-17.862278,42.053738
257,ISIC_0000366,7,-35.37295,13.603171
258,ISIC_0071149,7,-25.848612,-4.0043554
259,ISIC_5850633,7,-15.758632,41.18301
260,ISIC_3585381,8,10.18679,23.269686
261,ISIC_5753196,7,-10.053525,45.67339
262,ISIC_0066390,6,-46.64134,-17.176603
263,ISIC_0014480_downsampled,6,-16.064108,-13.287746
264,ISIC_0028748,7,2.5576155,45.176414
265,ISIC_0025780,0,-9.916534,-43.050114
266,ISIC_1337144,8,5.623529,23.387062
267,ISIC_8324870,8,12.2024765,8.65094
268,ISIC_0030297,4,-6.9238844,-42.29148
269,ISIC_0068778,6,-39.90169,-12.166396
270,ISIC_2198030,8,45.587296,-22.025826
271,ISIC_4018813,8,42.355362,6.6487126
272,ISIC_4538207,8,23.052925,5.169769
273,ISIC_0027964,6,-42.68557,-19.032135
274,ISIC_2456960,8,47.332554,-5.243879
275,ISIC_1707030,8,21.61116,18.192202
276,ISIC_4421291,8,31.360209,-1.1428331
277,ISIC_0032512,7,-14.430622,7.6339116
278,ISIC_0059438,7,-44.336704,4.1975274
279,ISIC_0029687,2,-14.805066,-23.691393
280,ISIC_7068931,8,8.087154,-18.641466
281,ISIC_0015004_downsampled,6,-16.740614,-13.710347
282,ISIC_8626005,8,42.09485,29.880877
283,ISIC_4513934,8,33.474476,32.1662
284,ISIC_0069687,7,-32.511723,2.6736479
285,ISIC_0024363,7,-20.940102,0.13953765
286,ISIC_7175857,7,-11.465828,48.770054
287,ISIC_5440296,8,23.85605,12.827596
288,ISIC_1386612,8,16.467108,-32.58239
289,ISIC_0066320,6,-37.196987,-4.1216455
290,ISIC_0072825,6,-41.244205,-19.463377
291,ISIC_1641839,7,-12.293658,47.381294
292,ISIC_9417173,8,8.300378,27.539959
293,ISIC_0026363,7,-12.211036,49.48936
294,ISIC_0067312,1,-31.791937,-37.778545
295,ISIC_5547677,7,-19.0001,33.164047
296,ISIC_0026547,7,3.5710456,46.65333
297,ISIC_0032088,7,-10.224053,53.790283
298,ISIC_9078100,8,14.513776,23.414446
299,ISIC_1924663,8,41.393047,20.577696
300,ISIC_0059989,1,-19.051844,-48.360233
301,ISIC_3188062,7,-25.251852,36.98543
302,ISIC_9083592,8,25.22142,14.187562
303,ISIC_7113136,8,56.15853,1.7295328
304,ISIC_0056099,1,-21.874786,-50.380054
305,ISIC_1873582,8,32.251648,-37.981056
306,ISIC_0055906,7,-23.930758,8.724833
307,ISIC_5549768,8,36.31826,-17.650455
308,ISIC_0025073,7,-34.641777,7.021113
309,ISIC_0069434,1,-31.127993,-42.441578
310,ISIC_6438355,8,34.68236,-40.60794
311,ISIC_9207328,8,14.344353,26.984112
312,ISIC_5743012,8,28.37185,-24.32202
313,ISIC_0030572,7,-18.105183,51.099953
314,ISIC_0063299,7,-29.41621,9.151945
315,ISIC_6753148,8,10.00877,22.696026
316,ISIC_0000319,7,-16.097113,12.012814
317,ISIC_5070849,7,-23.402802,37.824528
318,ISIC_0057170,1,-26.628622,-34.29683
319,ISIC_0012376_downsampled,7,-6.76549,2.7638946
320,ISIC_0032715,5,9.880854,-54.153984
321,ISIC_6944481,8,16.770248,8.990339
322,ISIC_0059317,1,-29.551645,-37.40615
323,ISIC_3267312,8,27.14944,15.512535
324,ISIC_3882374,8,14.086189,16.856148
325,ISIC_2954294,8,14.926765,31.204428
326,ISIC_0032630,6,-28.855375,-12.606175
327,ISIC_0026826,7,-41.760452,16.753498
328,ISIC_3222214,8,22.874847,17.155178
329,ISIC_1830017,8,52.712074,10.649208
330,ISIC_0053611,6,-26.340935,-2.9340794
331,ISIC_3259144,8,7.655122,22.477674
332,ISIC_0032806,6,-25.620417,-9.099897
333,ISIC_0028181,7,-8.422725,21.991985
334,ISIC_0026359,7,-24.636461,0.70496696
335,ISIC_0030328,7,-24.140682,2.5747218
336,ISIC_0071523,7,-36.188824,1.3155627
337,ISIC_0071722,6,-39.61016,-24.637276
338,ISIC_0053569,2,-17.901701,-5.2686143
339,ISIC_9889470,8,35.071712,4.315746
340,ISIC_5813338,8,17.138912,-27.029022
341,ISIC_7940108,8,33.808567,9.436889
342,ISIC_3440759,6,7.007163,-35.7702
343,ISIC_8146574,8,19.462914,-31.550121
344,ISIC_1373540,8,13.436181,13.211413
345,ISIC_0000551,6,-26.02939,-16.48251
346,ISIC_6181892,8,36.73086,-23.235222
347,ISIC_7945791,7,-2.7076979,3.214656
348,ISIC_0065794,7,-44.991566,20.19961
349,ISIC_3706743,7,-10.474383,53.52315
350,ISIC_7292853,8,0.43645296,-4.8463745
351,ISIC_0012740_downsampled,7,-7.543842,12.24636
352,ISIC_0060995,2,-11.563054,-31.203121
353,ISIC_0033251,7,-35.447887,5.747688
354,ISIC_0523125,8,27.689241,35.79961
355,ISIC_0071093,0,-21.89346,-24.657038
356,ISIC_7491280,8,12.268867,5.351778
357,ISIC_1940321,8,11.226278,2.9994168
358,ISIC_2642187,2,-1.4194924,-22.775934
359,ISIC_4827138,8,21.298296,-42.25932
360,ISIC_5726007,8,25.78025,-16.81492
361,ISIC_0065951,2,-5.126836,-25.149105
362,ISIC_9043908,8,37.2363,3.7922246
363,ISIC_0680599,8,14.730174,22.726337
364,ISIC_0856633,8,8.177331,17.99136
365,ISIC_0058944,2,-7.796119,-29.327946
366,ISIC_4889332,8,22.779085,-1.5460417
367,ISIC_3826602,8,52.75028,11.59521
368,ISIC_0064735,0,-20.887009,-30.574062
369,ISIC_0062296,6,-43.401047,-7.6216235
370,ISIC_0062658,2,-9.050538,-30.214582
371,ISIC_6845907,8,14.109779,-35.406315
372,ISIC_0065992,0,-18.544016,-27.524847
373,ISIC_3624318,8,32.996647,11.944697
374,ISIC_0028473,2,-11.206454,-22.613861
375,ISIC_5498059,8,8.702533,24.930841
376,ISIC_2693507,8,9.853124,24.560423
377,ISIC_5878189,8,20.38659,-32.538445
378,ISIC_0032718,6,-34.994537,-19.87309
379,ISIC_2644620,8,17.489323,-36.253693
380,ISIC_5918756,8,32.777206,34.162987
381,ISIC_2918128,8,27.929276,-37.13599
382,ISIC_0068086,0,-14.4879465,-26.855114
383,ISIC_6207688,8,52.4075,-1.304724
384,ISIC_0718436,8,6.609928,12.949724
385,ISIC_0026881,7,-16.47468,42.74935
386,ISIC_0067521,6,-37.13384,-12.205134
387,ISIC_3351401,8,35.684307,16.70802
388,ISIC_1834652,8,31.076056,20.242825
389,ISIC_4266157,7,-24.006006,39.27957
390,ISIC_6953841,8,13.825796,-14.888862
391,ISIC_1795004,8,20.887518,17.365948
392,ISIC_0067892,1,-33.04091,-37.982716
393,ISIC_0026980,7,-3.0870612,35.970337
394,ISIC_0058000,6,-42.74917,-20.741644
395,ISIC_4099750,8,46.98513,17.041637
396,ISIC_0031205,7,-2.8893797,35.84456
397,ISIC_9285635,8,17.52896,18.215391
398,ISIC_1497180,8,12.406477,3.2359838
399,ISIC_2524113,8,2.9686692,20.73884
400,ISIC_9009636,8,13.644289,-36.36166
401,ISIC_0066458,7,-27.236889,4.5372095
402,ISIC_6780471,8,15.080534,25.74921
403,ISIC_0775393,7,2.503753,41.677574
404,ISIC_7384213,7,-22.018475,42.184883
405,ISIC_1979996,8,16.88311,-42.011593
406,ISIC_0025604,7,-9.258197,53.66631
407,ISIC_0065630,7,-40.576714,3.517172
408,ISIC_0063327,7,-46.165802,14.390003
409,ISIC_0033574,7,-25.143875,16.772446
410,ISIC_2578624,8,0.01718551,17.67094
411,ISIC_7256965,8,13.784247,-15.103209
412,ISIC_0057332,7,-35.61525,17.844496
413,ISIC_0072045,3,-44.712337,-34.952065
414,ISIC_8827177,8,8.836362,-19.203255
415,ISIC_0011211,7,-21.25697,4.282887
416,ISIC_0066330,7,-29.214046,24.366053
417,ISIC_0061978,2,-8.583338,-25.267368
418,ISIC_0060703,6,-42.887257,-20.751637
419,ISIC_0024739,6,-25.778612,-15.70875
420,ISIC_0033356,7,-18.828152,0.16433825
421,ISIC_7211424,8,33.82852,23.263893
422,ISIC_9690422,8,-0.5198645,-11.605653
423,ISIC_0024675,6,-34.431374,-5.057533
424,ISIC_0060096,6,-45.27578,-24.201075
425,ISIC_8976889,8,34.392754,-29.231333
426,ISIC_0027138,7,-18.026228,20.591948
427,ISIC_0028178,7,1.4416891,34.83863
428,ISIC_5899528,8,13.743933,-16.997042
429,ISIC_7399557,8,10.373596,-44.067726
430,ISIC_8849004,8,42.959053,22.044329
431,ISIC_2420042,8,6.989554,23.170761
432,ISIC_0066102,6,-41.014343,-12.751924
433,ISIC_6906476,8,17.387468,-5.3259296
434,ISIC_0027786,1,-29.628933,-47.80413
435,ISIC_0062785,7,-18.975447,11.696824
436,ISIC_7690134,8,23.728264,-34.984592
437,ISIC_1144024,8,45.201744,12.173111
438,ISIC_9187978,8,18.960047,-35.50796
439,ISIC_0064685,1,-32.801254,-44.840076
440,ISIC_0260290,8,-1.1845014,2.043621
441,ISIC_5118254,7,-3.9115515,5.1714926
442,ISIC_2151846,7,-7.1574264e-05,25.809032
443,ISIC_5523196,8,32.996918,-40.27684
444,ISIC_0056083,1,-29.523024,-31.846085
445,ISIC_4947205,8,54.162872,12.537954
446,ISIC_0030629,7,-16.01933,20.630136
447,ISIC_0064626,1,-29.374802,-35.6526
448,ISIC_0064412,7,-37.697113,3.888629
449,ISIC_0026659,7,-6.252061,33.325775
450,ISIC_0032425,6,-31.138395,-11.107986
451,ISIC_2228270,8,44.233536,16.857904
452,ISIC_5260050,6,-29.794365,-25.473965
453,ISIC_0063924,7,-40.28448,22.585838
454,ISIC_6485672,8,15.784736,27.357166
455,ISIC_0058357,7,-33.96945,17.5341
456,ISIC_3465385,8,38.875793,-19.21873
457,ISIC_1434340,8,11.134991,-41.488903
458,ISIC_7397420,8,29.353039,4.3489323
459,ISIC_9403126,8,14.7396755,-41.806824
460,ISIC_1228845,8,22.793196,-33.45268
461,ISIC_6421507,7,0.7458035,35.205242
462,ISIC_0058565,3,-45.519707,-33.477177
463,ISIC_5919926,8,18.284807,6.431253
464,ISIC_9876779,7,-7.317901,-0.37153876
465,ISIC_3296079,8,6.136689,8.328322
466,ISIC_0008600_downsampled,7,-44.620148,34.734554
467,ISIC_0066262,6,-46.482372,-21.003288
468,ISIC_8772177,7,-7.5144334,20.53868
469,ISIC_1732965,7,-21.274105,47.360687
470,ISIC_1289608,8,30.20785,29.287416
471,ISIC_5955793,8,17.705416,32.76147
472,ISIC_5805349,8,28.875418,-37.35918
473,ISIC_3533204,8,11.959542,3.7443724
474,ISIC_0073151,1,-34.46072,-41.302727
475,ISIC_0348633,8,22.105974,6.551976
476,ISIC_0064579,4,-2.6954632,-49.602406
477,ISIC_6099309,8,27.41848,-38.47712
478,ISIC_0028390,7,-21.022429,17.478045
479,ISIC_5594342,7,44.486313,17.346039
480,ISIC_0026456,5,8.153167,-53.37027
481,ISIC_0596524,8,26.592495,-1.0707299
482,ISIC_0010232,7,-30.106852,12.690248
483,ISIC_6058687,8,51.034264,15.141117
484,ISIC_0055468,6,-32.92869,-26.756763
485,ISIC_0058278,1,-30.407694,-41.7546
486,ISIC_0062766,0,-19.482376,-27.785885
487,ISIC_0440394,8,37.98525,6.6956363
488,ISIC_5612942,8,54.431538,-3.5990794
489,ISIC_9296537,8,19.201046,8.857984
490,ISIC_0066014,1,-23.808231,-45.480747
491,ISIC_6932694,8,30.102385,18.925898
492,ISIC_5194705,7,-23.678637,35.14467
493,ISIC_0024362,7,1.4963218,26.058569
494,ISIC_5264912,8,18.733358,3.5639548
495,ISIC_0029235,2,-6.503741,-35.58047
496,ISIC_0062960,7,-44.31376,4.001831
497,ISIC_6801892,8,45.81993,17.402006
498,ISIC_5039900,7,0.39518914,46.064484
499,ISIC_0014779_downsampled,7,-22.399897,14.639832
500,ISIC_8182002,8,17.666832,1.2979416
501,ISIC_0067517,7,-42.53981,7.9315066
502,ISIC_5980439,8,3.57192,12.940155
503,ISIC_2578651,8,24.579742,10.355546
504,ISIC_0933689,8,21.683134,0.59548104
505,ISIC_0028755,7,-18.187243,-5.755201
506,ISIC_0068539,7,-39.0487,14.492039
507,ISIC_0012880_downsampled,2,-3.6495025,-16.650692
508,ISIC_0015445_downsampled,7,-28.373104,25.112673
509,ISIC_0025634,7,-11.102302,32.290028
510,ISIC_4493482,6,-20.178228,-12.772452
511,ISIC_0032982,6,-17.01064,0.44677758
512,ISIC_4247550,8,43.37844,23.348103
513,ISIC_0054251,6,-41.61411,-12.333974
514,ISIC_3309051,8,55.024605,-2.9489572
515,ISIC_0071479,7,-27.31082,6.7313943
516,ISIC_4292708,8,35.23843,-31.771915
517,ISIC_1847285,8,24.980442,-18.028118
518,ISIC_0026048,7,-21.844976,-3.5084307
519,ISIC_3086038,7,-10.838887,44.89926
520,ISIC_6539127,6,2.7323308,13.864554
521,ISIC_1969322,8,-1.3566155,-1.6080949
522,ISIC_0072834,2,-3.8197381,-26.881792
523,ISIC_9373089,8,39.90766,-2.8905785
524,ISIC_0273222,8,-0.88486403,-0.9170018
525,ISIC_1639011,8,11.242503,22.086697
526,ISIC_0030462,7,-23.112394,9.271881
527,ISIC_4319958,8,18.063044,29.127447
528,ISIC_0031399,7,-24.221107,3.1394846
529,ISIC_8439858,8,51.656452,0.49406046
530,ISIC_0030250,7,-9.88723,27.351526
531,ISIC_0026059,7,4.828351,37.291756
532,ISIC_6299511,8,47.467724,-0.99487853
533,ISIC_8759073,8,9.301559,-15.268597
534,ISIC_4189111,7,-15.179379,32.605354
535,ISIC_0069639,1,-29.396385,-47.33305
536,ISIC_0062076,7,-29.595413,20.483032
537,ISIC_1307419,8,35.631588,17.801441
538,ISIC_0034030,7,-28.870522,17.433416
539,ISIC_9114539,8,19.30411,-35.287838
540,ISIC_0030512,6,-43.28279,-8.644946
541,ISIC_0708542,8,36.32575,21.156399
542,ISIC_0063677,1,-19.329733,-50.37249
543,ISIC_1780417,8,25.732533,22.359755
544,ISIC_6982776,8,25.504599,-20.087763
545,ISIC_2632471,8,48.25453,18.765678
546,ISIC_2502335,8,53.8644,-0.47248927
547,ISIC_0449405,8,3.840141,19.708063
548,ISIC_2700247,8,27.621902,7.795371
549,ISIC_0029262,7,-18.833887,41.36997
550,ISIC_0024432,1,-29.707287,-47.87331
551,ISIC_4486352,7,-14.751484,25.177752
552,ISIC_0012940_downsampled,7,-4.615007,-18.200773
553,ISIC_8704668,8,19.745544,-0.07532926
554,ISIC_2012388,7,-6.467642,-5.138668
555,ISIC_0069760,7,-31.95941,11.355177
556,ISIC_0061240,4,-2.6514568,-48.125572
557,ISIC_7457790,8,9.235614,-6.0631065
558,ISIC_7407589,8,32.41945,-21.34784
559,ISIC_0025642,2,-10.577547,-20.612171
560,ISIC_0025060,7,-10.340134,22.547377
561,ISIC_0032545,5,8.055418,-53.203194
562,ISIC_3867863,8,16.701405,-44.505047
563,ISIC_0032085,7,-18.130726,25.259987
564,ISIC_0071490,0,-22.214172,-28.053556
565,ISIC_0027934,7,-1.4730927,38.573975
566,ISIC_0070151,1,-24.87742,-44.94983
567,ISIC_0025285,1,-34.36483,-35.29728
568,ISIC_0067845,6,-35.928066,-26.573502
569,ISIC_3769211,7,-4.33058,-1.7200779
570,ISIC_2203306,7,-8.333913,-2.8419104
571,ISIC_9816307,8,5.0553646,7.98833
