,image_name,target,class_0_pred,class_1_pred,class_2_pred,class_3_pred,class_4_pred,class_5_pred,class_6_pred,class_7_pred,class_8_pred,binary_target
67,ISIC_4284380,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
68,ISIC_0032837,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
69,ISIC_3794186,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
70,ISIC_0029364,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
71,ISIC_4597011,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
72,ISIC_0054423,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,ISIC_2586109,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
74,ISIC_1696516,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
75,ISIC_6365534,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
76,ISIC_0055682,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
77,ISIC_0029699,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
78,ISIC_0071434,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
79,ISIC_8470398,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
80,ISIC_0027788,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,ISIC_9163905,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
82,ISIC_0630780,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
83,ISIC_7486871,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
84,ISIC_5290569,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
85,ISIC_1325342,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
86,ISIC_0031786,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
87,ISIC_2639174,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
88,ISIC_0057510,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
89,ISIC_6668604,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
90,ISIC_7988726,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
91,ISIC_1188525,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
92,ISIC_0033329,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
93,ISIC_0034267,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
94,ISIC_0670561,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
95,ISIC_0068334,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
96,ISIC_3784812,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
97,ISIC_3279911,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
98,ISIC_2698722,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
99,ISIC_2635051,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
100,ISIC_0033711,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
101,ISIC_4198984,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
102,ISIC_7861911,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
103,ISIC_0068540,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
104,ISIC_1393528,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
105,ISIC_5666345,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
106,ISIC_0027888,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
107,ISIC_3965820,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
108,ISIC_0028901,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.948462948617952e-65,0.0,1
109,ISIC_6997349,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
110,ISIC_0071809,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
111,ISIC_0060636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
112,ISIC_1849227,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
113,ISIC_0027954,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
114,ISIC_0063892,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115,ISIC_0013995_downsampled,6,0.0,0.0,0.0,0.0,0.0,0.0,3.5722858652330093e-50,1.0,0.0,1
116,ISIC_3402149,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
117,ISIC_4164426,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
118,ISIC_0032711,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
119,ISIC_0029283,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
120,ISIC_8022571,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
121,ISIC_3541663,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
122,ISIC_1067985,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
123,ISIC_9933722,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
124,ISIC_0069460,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
125,ISIC_5054877,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
126,ISIC_0427209,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
127,ISIC_1633379,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
128,ISIC_8994153,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
129,ISIC_9419454,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
130,ISIC_0054144,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131,ISIC_5370803,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
132,ISIC_0072319,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
133,ISIC_7011753,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
134,ISIC_5808758,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
135,ISIC_2538571,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
136,ISIC_5919355,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
137,ISIC_0029175,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
138,ISIC_0000427_downsampled,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
139,ISIC_6395861,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
140,ISIC_0059353,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3062555966969045e-124,0.0,1
141,ISIC_0032499,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
142,ISIC_0054687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
143,ISIC_8938570,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
144,ISIC_2697083,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
145,ISIC_5413674,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
146,ISIC_0057787,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
147,ISIC_4854091,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
148,ISIC_0031272,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,ISIC_0024381,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
150,ISIC_1906004,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
151,ISIC_0060558,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
152,ISIC_7353425,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
153,ISIC_0013830_downsampled,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
154,ISIC_0026193,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
155,ISIC_0059793,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,ISIC_0058242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
157,ISIC_4022642,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
158,ISIC_2347774,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
159,ISIC_0014422_downsampled,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.104900136589834e-97,7.097375864865393e-104,1
160,ISIC_0059217,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
161,ISIC_0066422,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
162,ISIC_0908770,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
163,ISIC_6234881,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
164,ISIC_0031016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
165,ISIC_0033047,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.169517825849259e-272,0.0,1
166,ISIC_0033199,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
167,ISIC_0974159,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
168,ISIC_0065555,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
169,ISIC_6605122,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
170,ISIC_3003397,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
171,ISIC_0014707_downsampled,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
172,ISIC_1985569,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
173,ISIC_0062161,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
174,ISIC_6256314,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
175,ISIC_0025649,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
176,ISIC_0072068,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
177,ISIC_0062495,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
178,ISIC_0058959,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
179,ISIC_0031459,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
180,ISIC_0057898,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.982358350805583e-245,0.0,1
181,ISIC_4369035,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
182,ISIC_0014599_downsampled,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
183,ISIC_2486598,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
184,ISIC_0024544,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
185,ISIC_0054607,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,ISIC_0053678,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187,ISIC_0058769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
188,ISIC_0069327,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
189,ISIC_0033654,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
190,ISIC_6153185,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
191,ISIC_0058824,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
192,ISIC_6192573,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
193,ISIC_1025009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
194,ISIC_0028770,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
195,ISIC_9493256,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
196,ISIC_0029831,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,ISIC_0694033,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.710087275434976e-51,1.0,0
198,ISIC_0113820,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
199,ISIC_0029798,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
200,ISIC_6853786,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
201,ISIC_0055742,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
202,ISIC_0062234,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
203,ISIC_0066198,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,ISIC_0032230,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,ISIC_0014613_downsampled,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,ISIC_0026554,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
207,ISIC_2332575,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
208,ISIC_0426487,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
209,ISIC_0056939,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
210,ISIC_2280076,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
211,ISIC_9037248,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
212,ISIC_9216989,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
213,ISIC_2974135,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
214,ISIC_7194569,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
215,ISIC_0027039,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
216,ISIC_0032723,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
217,ISIC_0071872,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
218,ISIC_6749926,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
219,ISIC_3480565,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15291713756125e-97,1.0,0
220,ISIC_0033984,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
221,ISIC_0322637,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
222,ISIC_1074551,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
223,ISIC_0025130,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
224,ISIC_5084175,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
225,ISIC_5790458,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
226,ISIC_0028256,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
227,ISIC_0056670,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
228,ISIC_0065062,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
229,ISIC_7727830,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
230,ISIC_0071996,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
231,ISIC_0008541_downsampled,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
232,ISIC_0062125,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
233,ISIC_0030391,6,0.0,0.0,0.0,0.0,0.0,0.0,4.758652197091525e-157,1.0,0.0,1
234,ISIC_0060581,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
235,ISIC_0068201,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
236,ISIC_0493653,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
237,ISIC_5051449,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
238,ISIC_0000486,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
239,ISIC_0070909,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
240,ISIC_9515030,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
241,ISIC_3914463,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
242,ISIC_6760032,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
243,ISIC_5017874,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
244,ISIC_0065498,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245,ISIC_9521089,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
246,ISIC_1328488,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
247,ISIC_0013497_downsampled,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
248,ISIC_0056310,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
249,ISIC_0062946,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250,ISIC_0071344,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
251,ISIC_0231745,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
252,ISIC_0054290,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
253,ISIC_4341875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
254,ISIC_1418166,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
255,ISIC_2843983,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
256,ISIC_9498448,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
257,ISIC_0065947,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
258,ISIC_0030952,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
259,ISIC_0066803,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260,ISIC_2087641,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
261,ISIC_1783727,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
262,ISIC_8729274,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
263,ISIC_0060039,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
264,ISIC_4024141,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
265,ISIC_7229261,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
266,ISIC_0065623,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
267,ISIC_4027455,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
